"name","population","population_density","ntl_mean","n_pixels","n_non_na_pixels","prop_non_na_pixels","date","pct_change"
59150762,785,9974.6,24.263069152832,4,4,1,"2015-05",-5.82877153562595
59150763,375,12335.5,10.2600002288818,1,1,1,"2015-05",-21.4395107256595
59150777,1212,77692.3,17.6847591400146,2,2,1,"2015-05",-20.4429446976821
59150779,987,59101.8,21.5599994659424,1,1,1,"2015-05",-6.30161124952698
59150780,2306,34728.9,21.5596199035645,5,5,1,"2015-05",-8.16381661930683
59150782,464,28466.3,21.0320053100586,3,3,1,"2015-05",17.9576186759125
59150784,642,37764.7,22.2700004577637,1,1,1,"2015-05",26.3187697591249
59150785,1895,38991.8,17.0123119354248,4,4,1,"2015-05",19.5076302531999
59150786,566,33099.4,7.02888631820679,2,2,1,"2015-05",-31.4254993345679
59150787,488,50309.3,7.78614187240601,2,2,1,"2015-05",-24.0376402692097
59150788,707,28857.1,8.757155418396,2,2,1,"2015-05",-17.793569137187
59150790,1182,28076,18.6172771453857,4,4,1,"2015-05",58.1779262336599
59150791,593,32404.4,22.7900009155273,1,1,1,"2015-05",84.9837782471837
59150792,855,35041,19.4710445404053,2,2,1,"2015-05",62.3186117516342
59150793,981,43991,23.0571689605713,2,2,1,"2015-05",86.4783638781735
59150795,882,18375,21.6931304931641,3,3,1,"2015-05",87.7092501052551
59150816,318,25039.4,6.61999988555908,1,1,1,"2015-05",-11.0215075988551
59150817,572,21423.2,6.61999988555908,2,2,1,"2015-05",-4.43769128350535
59150819,415,30970.1,6.3931713104248,4,4,1,"2015-05",1.01374997381879
59150820,534,40454.5,3.91602492332458,3,3,1,"2015-05",10.5737380455813
59150821,473,30915,4.65378379821777,2,2,1,"2015-05",1.56911543725465
59150822,435,27531.6,5.34899520874023,2,2,1,"2015-05",-1.67589107970164
59150823,475,26098.9,5.19000005722046,1,1,1,"2015-05",0
59150824,400,22727.3,5.19000005722046,1,1,1,"2015-05",0
59150827,457,13132.2,3.45688199996948,2,2,1,"2015-05",7.20646941085733
59150828,682,13612.8,3.39646601676941,3,3,1,"2015-05",6.27219410755151
59150831,630,26923.1,5.32227849960327,4,4,1,"2015-05",24.0130759170492
59150832,765,15454.5,5.84822797775269,2,2,1,"2015-05",27.3481662598289
59150837,452,24301.1,6.42550086975098,2,2,1,"2015-05",9.565066935483
59150840,432,24685.7,6.32472562789917,2,2,1,"2015-05",-17.4293885494386
59150841,506,28111.1,6.15540075302124,2,2,1,"2015-05",-43.6809040435773
59150845,674,24963,9.64330196380615,3,3,1,"2015-05",10.370407643351
59150846,780,29771,6.70816135406494,2,2,1,"2015-05",-10.3587229041767
59150850,2277,15889.7,17.2996273040771,6,6,1,"2015-05",6.88367186359298
59150859,412,26928.1,4.69578742980957,2,2,1,"2015-05",8.63617299130549
59150861,613,26085.1,1.21358156204224,2,2,1,"2015-05",-6.51303728721298
59150863,596,10856.1,3.58354020118713,4,4,1,"2015-05",10.3185518308212
59150864,506,28587.6,6.42000007629395,1,1,1,"2015-05",10.3092854455528
59150865,698,19442.9,6.44193315505981,3,3,1,"2015-05",11.3153969190933
59150866,567,31676,6.42000007629395,2,2,1,"2015-05",10.3092764078269
59150871,548,1746.3,3.84688329696655,7,7,1,"2015-05",28.4406373331086
59150872,423,5437,3.09913921356201,4,4,1,"2015-05",19.3561375377602
59150873,512,8139.9,2.95187258720398,2,2,1,"2015-05",7.43522262411062
59150874,592,3462,2.69053864479065,5,5,1,"2015-05",7.85213824150443
59150875,530,15588.2,1.76336240768433,2,2,1,"2015-05",-50.8977953966703
59150876,580,17365.3,2.37957787513733,2,2,1,"2015-05",-25.7023667783636
59150877,358,21309.5,4.49646043777466,4,4,1,"2015-05",-3.79045622028325
59150878,540,15562,3.51372885704041,2,2,1,"2015-05",-6.71501507736161
59150879,634,12431.4,4.52096557617188,2,2,1,"2015-05",-5.07574795827514
59150880,587,11834.7,4.38578319549561,2,2,1,"2015-05",5.79854913192015
59150881,594,9054.9,3.14271545410156,4,4,1,"2015-05",16.975628716636
59150882,700,8872,3.653076171875,4,4,1,"2015-05",12.0069768096374
59150883,465,2725.7,2.79104995727539,8,8,1,"2015-05",35.8932839777263
59150884,369,4538.7,2.66538000106812,3,3,1,"2015-05",-3.8117081742049
59150885,438,631.3,1.7277592420578,13,13,1,"2015-05",10.8224483607052
59150886,489,971.2,3.09516668319702,11,11,1,"2015-05",3.40912114191337
59150887,511,3098.8,3.13667392730713,4,4,1,"2015-05",0.290500360724095
59150888,459,5151.5,2.49809432029724,4,4,1,"2015-05",-17.5654031344411
59150889,512,4620.9,2.44415378570557,6,6,1,"2015-05",-24.2820811045107
59150890,569,5066.8,2.36236310005188,4,4,1,"2015-05",1.78268432651659
59150891,520,2476.2,1.54015815258026,5,5,1,"2015-05",-16.4964596360247
59150892,434,2759.1,2.6882016658783,6,6,1,"2015-05",-19.4015888026235
59150893,544,4839.9,2.26196885108948,2,2,1,"2015-05",1.23150215285623
59150894,630,6344.4,2.42401051521301,4,4,1,"2015-05",-9.69234665186513
59150895,533,5120.1,2.39392375946045,3,3,1,"2015-05",-9.55338622033743
59150896,523,5397.3,2.74664187431335,4,4,1,"2015-05",-6.53947388062365
59150897,605,5233.6,2.98708510398865,4,4,1,"2015-05",-1.66730279314065
59150898,497,3750.9,2.90873646736145,6,6,1,"2015-05",-9.12720705034557
59150899,528,3922.7,2.79661774635315,5,5,1,"2015-05",-15.195279395368
59150900,441,5000,2.94000005722046,3,3,1,"2015-05",-14.9956485368915
59150901,449,4397.6,2.71377301216125,4,4,1,"2015-05",-14.8351793061499
59150902,394,3885.6,2.6883749961853,4,4,1,"2015-05",-16.6248689114098
59150903,497,2522.8,2.34024214744568,6,6,1,"2015-05",-17.5297819317416
59150904,419,3301.8,2.719078540802,6,6,1,"2015-05",-7.93268937742396
59150905,520,3685.3,2.70330405235291,3,3,1,"2015-05",-10.1151037743004
59150906,486,3799.8,3.02297902107239,4,4,1,"2015-05",10.4321622168212
59150907,609,3720.2,3.11155080795288,6,6,1,"2015-05",-4.78016932490228
59150908,508,2273.9,2.98714137077332,7,7,1,"2015-05",8.64382809845061
59150909,517,2065.5,2.22870659828186,5,5,1,"2015-05",-13.0601467711238
59150910,475,2683.6,2.59874439239502,6,6,1,"2015-05",-10.7606828803902
59150911,551,1146,1.63850963115692,9,9,1,"2015-05",-5.50391258255192
59150912,500,2913.8,2.44766235351562,5,5,1,"2015-05",-2.21232535959189
59150913,503,2637.7,2.19262671470642,5,5,1,"2015-05",14.6401228207381
59150914,489,3154.8,2.15117120742798,5,5,1,"2015-05",10.1576082497587
59150915,474,3959.9,1.56391870975494,6,6,1,"2015-05",0.915121336441105
59150916,447,4249,1.85693335533142,4,4,1,"2015-05",-5.54242826718637
59150917,487,2740.6,2.02476668357849,4,4,1,"2015-05",-9.18338386491314
59150918,453,4206.1,2.01409816741943,2,2,1,"2015-05",-13.8532833841039
59150919,454,1217.2,1.29308080673218,9,9,1,"2015-05",-10.3260533940841
59150920,526,5182.3,1.99795413017273,4,4,1,"2015-05",-2.58343707543882
59150922,489,5451.5,2.62231588363647,3,3,1,"2015-05",43.7145598473007
59150923,598,4472.7,1.91426527500153,2,2,1,"2015-05",18.8984632293773
59150924,605,6641.1,2.61917400360107,4,4,1,"2015-05",-6.47322473764159
59150925,532,6193.2,2.81409907341003,2,2,1,"2015-05",-12.0498971634214
59150926,713,6571.4,3.50571370124817,3,3,1,"2015-05",4.44401889052184
59150927,644,5739.8,2.92423820495605,6,6,1,"2015-05",15.3424105914028
59150928,459,5088.7,2.58525681495667,5,5,1,"2015-05",22.9334854334856
59150929,431,4556,2.97834300994873,3,3,1,"2015-05",14.8587224242362
59150930,444,3925.7,3.32238602638245,2,2,1,"2015-05",8.65138951177942
59150931,478,3027.2,3.52986407279968,5,5,1,"2015-05",41.8837010281909
59150932,435,1239,2.13052082061768,11,11,1,"2015-05",44.5301261719963
59150933,447,2895.1,2.54746508598328,4,4,1,"2015-05",-4.03817082660026
59150934,402,659.3,1.7101286649704,11,11,1,"2015-05",-17.8684321535124
59150935,439,3864.4,2.42870855331421,4,4,1,"2015-05",-9.66009626094872
59150953,558,334.3,1.03804934024811,22,22,1,"2015-05",-12.7782639128448
59150954,434,994.5,2.19759654998779,9,9,1,"2015-05",-17.3835836071264
59150955,577,3142.7,3.1096293926239,3,3,1,"2015-05",-0.537154672528179
59150956,580,4603.2,3.05822968482971,6,6,1,"2015-05",8.17844966609024
59150957,440,2684.6,3.22565579414368,6,6,1,"2015-05",15.394245461528
59150958,376,3904.5,3.14428234100342,2,2,1,"2015-05",20.3126724786438
59150959,503,3954.4,2.99516010284424,5,5,1,"2015-05",20.2325710265489
59150960,446,3391.6,2.97278928756714,4,4,1,"2015-05",18.1100694454641
59150961,480,2779.4,2.77560949325562,4,4,1,"2015-05",6.96241800895518
59150962,465,3843,2.70323014259338,4,4,1,"2015-05",1.99770567056662
59150963,446,4259.8,3.08891224861145,3,3,1,"2015-05",-0.699564884484096
59150964,598,3895.8,3.12115859985352,7,7,1,"2015-05",1.23399317357605
59150965,415,4621.4,3.40999746322632,4,4,1,"2015-05",0.0281427295176134
59150966,510,4713.5,3.41368746757507,4,4,1,"2015-05",-0.221125433752424
59150967,588,4586.6,3.43311071395874,2,2,1,"2015-05",-7.56317517688933
59150968,516,2421.4,3.19973254203796,6,6,1,"2015-05",-5.81361474654253
59150969,573,3730.5,3.13328146934509,4,4,1,"2015-05",-8.57228467316918
59150970,517,3628.1,3.16741871833801,5,5,1,"2015-05",-8.01875528489405
59150971,512,3088.1,3.00807571411133,5,5,1,"2015-05",-6.04986806768953
59150972,679,5003.7,2.77285432815552,3,3,1,"2015-05",-5.90974816189289
59150973,641,5432.2,3.50895380973816,4,4,1,"2015-05",-3.74073526375294
59150974,520,4395.6,3.40342283248901,4,4,1,"2015-05",-6.15131088466752
59150975,691,7906.2,4.06861305236816,4,4,1,"2015-05",8.22117554514697
59150976,621,4529.5,3.09268355369568,6,6,1,"2015-05",-11.8409841450232
59150977,796,6109,4.14042615890503,3,3,1,"2015-05",18.1693775917289
59150978,410,3723.9,2.6753523349762,4,4,1,"2015-05",0.430460716297906
59150979,453,2894.6,2.57264852523804,4,4,1,"2015-05",-0.863970988493745
59150980,498,3539.4,2.85300588607788,4,4,1,"2015-05",12.6744428999192
59150981,396,2769.2,2.37771248817444,3,3,1,"2015-05",-7.3197244697194
59150982,609,4445.3,3.30375671386719,4,4,1,"2015-05",15.2277048881653
59150983,604,527.6,1.41581773757935,17,17,1,"2015-05",2.40666536525096
59150984,499,2272.3,2.43603444099426,6,6,1,"2015-05",8.55119334431235
59150985,637,2544.9,2.94884347915649,7,7,1,"2015-05",5.64753473061264
59150986,516,3720.3,2.71097326278687,6,6,1,"2015-05",-1.80580692819519
59150987,1002,1561.5,2.84727787971497,15,15,1,"2015-05",-6.4953090469915
59151198,500,860,5.78981161117554,10,10,1,"2015-05",-15.437073089061
59151199,532,7358.2,5.52689456939697,6,6,1,"2015-05",11.2803860597883
59151200,499,9415.1,4.12723922729492,2,2,1,"2015-05",-5.43225601610371
59151201,405,9142.2,4.12852096557617,2,2,1,"2015-05",-5.46418887298884
59151202,448,10275.2,4.32000017166138,1,1,1,"2015-05",-9.81210425750879
59151203,573,10213.9,4.10161256790161,3,3,1,"2015-05",-2.93297586647317
59151204,638,10722.7,4.47369241714478,4,4,1,"2015-05",-0.908373853957607
59151205,257,7219.1,5.54271268844604,4,4,1,"2015-05",10.2278977338243
59151206,690,10764.4,4.02816152572632,2,2,1,"2015-05",-10.0840632195261
59151207,527,1305.7,5.98494482040405,7,7,1,"2015-05",9.80359239025922
59151208,734,2193,5.64615201950073,8,8,1,"2015-05",12.9635362561023
59151209,667,6292.5,4.14464426040649,4,4,1,"2015-05",8.47673533530578
59151211,584,6058.1,3.15911817550659,4,4,1,"2015-05",-4.67949696956056
59151213,644,4450.6,2.82594060897827,5,5,1,"2015-05",-5.13046942226848
59151214,628,7715,3.11492729187012,5,5,1,"2015-05",-2.1448079409723
59151215,543,5146.9,3.73128414154053,5,5,1,"2015-05",8.64751506958801
59151216,651,7587.4,3.56172323226929,7,7,1,"2015-05",11.7750329699667
59151217,405,8282.2,2.5972900390625,2,2,1,"2015-05",-6.235015994702
59151219,457,459.3,2.18535089492798,17,17,1,"2015-05",18.5006287005488
59151220,476,3736.3,2.62986063957214,4,4,1,"2015-05",-18.0213482422072
59151221,709,11623,2.95085406303406,2,2,1,"2015-05",-12.2215873928176
59151222,583,5383.2,3.03584384918213,4,4,1,"2015-05",-5.67910478330733
59151223,588,5130.9,3.3690938949585,4,4,1,"2015-05",-0.248323789712567
59151224,731,5618.8,3.32210040092468,4,4,1,"2015-05",0.527988597414462
59151225,559,5896.6,3.51104164123535,4,4,1,"2015-05",12.073482284417
59151226,666,6247.7,3.16476941108704,4,4,1,"2015-05",7.95065988211311
59151227,589,6129,3.45448756217957,4,4,1,"2015-05",15.9859937898717
59151228,599,5190.6,3.15438938140869,3,3,1,"2015-05",4.9261938144272
59151229,895,7775.8,3.33585906028748,4,4,1,"2015-05",10.1390954470391
59151230,365,6103.7,3.19453406333923,2,2,1,"2015-05",10.234808829811
59151231,300,3841.2,2.65400099754333,2,2,1,"2015-05",0.697475364065878
59151234,292,8366.8,2.7696099281311,2,2,1,"2015-05",6.49750528243506
59151236,1133,6225.3,2.60090780258179,5,5,1,"2015-05",-5.77492944131038
59151351,784,14332.7,5.12874937057495,2,2,1,"2015-05",8.50802670105847
59151352,404,10631.6,4.34000015258789,1,1,1,"2015-05",13.6125714249335
59151353,454,6102.2,4.74267959594727,4,4,1,"2015-05",9.89912186733015
59151354,480,7894.7,4.3382682800293,3,3,1,"2015-05",7.04426661270147
59151355,678,7306,4.1855149269104,4,4,1,"2015-05",7.06397008240524
59151356,1190,20659.7,4.49495887756348,2,2,1,"2015-05",8.59934374587437
59151357,627,5573.3,4.00551557540894,4,4,1,"2015-05",13.170623862297
59151358,482,7824.7,4.71030139923096,4,4,1,"2015-05",25.6585687285875
59151359,594,7029.6,4.0706353187561,3,3,1,"2015-05",13.1124898554084
59151360,552,7282.3,3.9735426902771,4,4,1,"2015-05",11.8399261837855
59151361,538,4543.9,3.90581798553467,4,4,1,"2015-05",13.3705468470971
59151362,579,7442.2,3.71000003814697,1,1,1,"2015-05",7.53623150346941
59151363,658,6811.6,3.70462679862976,4,4,1,"2015-05",6.26184760510042
59151364,718,7907.5,3.69109964370728,3,3,1,"2015-05",8.19948112927687
59151365,534,7864.5,3.54808950424194,2,2,1,"2015-05",2.73658331769669
59151366,496,3289.1,4.38745212554932,6,6,1,"2015-05",3.48792677932775
59151367,555,6423.6,5.81113147735596,4,4,1,"2015-05",8.65872719377942
59151368,568,6120.7,4.00851106643677,3,3,1,"2015-05",5.64924409787944
59151369,702,4692.5,4.15931081771851,5,5,1,"2015-05",4.6297490253081
59151370,768,6649.4,3.68699264526367,6,6,1,"2015-05",7.6111355669025
59151371,647,6063.7,4.02316379547119,3,3,1,"2015-05",20.7153712477405
59151372,554,4946.4,3.54122471809387,2,2,1,"2015-05",17.698576195683
59151373,728,3886.8,4.92655611038208,4,4,1,"2015-05",10.6056401748067
59151407,534,1492,9.88284015655518,5,5,1,"2015-05",7.99507155478836
59151408,440,9565.2,11.2375440597534,2,2,1,"2015-05",23.100709159399
59151409,548,4914.8,10.4851493835449,6,6,1,"2015-05",20.722449867874
59151410,566,6535.8,4.39604759216309,2,2,1,"2015-05",-6.87583151268799
59151411,712,7518.5,4.42798614501953,4,4,1,"2015-05",10.4986549644349
59151412,547,5621.8,4.21553754806519,3,3,1,"2015-05",15.0016195353691
59151413,590,5629.8,4.55113172531128,4,4,1,"2015-05",9.98691715028722
59151414,854,6354.2,4.07672262191772,5,5,1,"2015-05",20.6578078500402
59151415,611,4876.3,4.05105447769165,4,4,1,"2015-05",19.5540419661054
59151416,548,7007.7,4.08703756332397,3,3,1,"2015-05",19.9155749841781
59151417,495,6496.1,4.10291242599487,2,2,1,"2015-05",20.1012294894048
59151418,592,9736.8,4.80721282958984,6,6,1,"2015-05",12.2263403043877
59151419,487,6424.8,4.18261432647705,5,5,1,"2015-05",11.3558891907354
59151420,576,5765.8,4.055504322052,6,6,1,"2015-05",10.2864325592694
59151423,865,20843.4,4.59179401397705,2,2,1,"2015-05",10.3796678462273
59151424,567,5334,4.54291343688965,3,3,1,"2015-05",9.39682232750743
59151425,574,2440.5,4.46072053909302,6,6,1,"2015-05",13.1631033573413
59151426,533,2812.7,3.74355030059814,6,6,1,"2015-05",4.84083299035376
59151427,565,4858.1,4.40646076202393,3,3,1,"2015-05",6.68562321380449
59151428,519,7168.5,6.13497257232666,4,4,1,"2015-05",49.0121868070051
59151429,590,5917.8,4.85434055328369,5,5,1,"2015-05",28.7084325011142
59151430,420,6122.4,4.1680793762207,4,4,1,"2015-05",7.87955807262159
59151432,610,4955.3,4.09928703308105,3,3,1,"2015-05",20.7142206710493
59151433,478,6620.5,3.83795475959778,4,4,1,"2015-05",13.13024369997
59151434,486,5618.5,3.65938258171082,3,3,1,"2015-05",2.25210187714486
59151435,537,8111.8,4.83749437332153,4,4,1,"2015-05",21.1709373763612
59151436,482,6807.9,4.34263277053833,2,2,1,"2015-05",20.1547880843178
59151437,423,7434.1,5.56779861450195,2,2,1,"2015-05",39.3157450862095
59151438,412,7317.9,4.80861806869507,2,2,1,"2015-05",4.04974006144917
59151439,501,2849.8,5.48225688934326,4,4,1,"2015-05",6.74313613968974
59151440,485,6928.6,5.21805906295776,2,2,1,"2015-05",36.2797426054996
59151441,533,5743.5,5.5558910369873,4,4,1,"2015-05",15.7245834791284
59151442,519,4621.5,5.86614894866943,2,2,1,"2015-05",4.37987665698792
59151443,505,1263.1,5.74154567718506,6,6,1,"2015-05",0.609687876605578
59151444,878,1600.7,7.33411550521851,7,7,1,"2015-05",4.98087981125676
59151448,660,4570.6,3.48171663284302,2,2,1,"2015-05",-1.14155765813558
59151449,527,6782.5,3.99753069877625,4,4,1,"2015-05",8.37186307451888
59151450,663,4175.1,3.99653005599976,6,6,1,"2015-05",8.5125588519177
59151451,589,5785.9,4.27983522415161,5,5,1,"2015-05",4.49287954300724
59151452,538,6148.6,4.40800046920776,5,5,1,"2015-05",8.10640735543628
59151453,626,7390.8,4.41607475280762,6,6,1,"2015-05",3.17993234442508
59151454,537,8731.7,5.12915372848511,3,3,1,"2015-05",19.0501962234823
59151455,916,11698.6,4.56928968429565,3,3,1,"2015-05",4.11605504632004
59151456,715,4805.1,4.36498785018921,6,6,1,"2015-05",0.351557678195613
59151457,518,6632.5,4.35385274887085,4,4,1,"2015-05",-3.89490877338334
59151458,650,9420.3,4.68039178848267,4,4,1,"2015-05",2.47611194569247
59151459,531,8021.1,5.15847873687744,4,4,1,"2015-05",6.01905108363096
59151460,414,6438.6,5.19297027587891,4,4,1,"2015-05",0.543354930031587
59151461,649,10000,5.1862473487854,2,2,1,"2015-05",29.1270597515228
59151463,458,11036.1,5.24520063400269,2,2,1,"2015-05",-6.53162278007997
59151464,451,7631.1,4.98813343048096,4,4,1,"2015-05",-6.26765230928341
59151465,503,9901.6,4.45996952056885,2,2,1,"2015-05",-13.9871130114663
59151467,520,34666.7,5.24177026748657,2,2,1,"2015-05",-3.01222821088148
59151469,696,7837.8,3.87999987602234,1,1,1,"2015-05",-33.2185901164377
59151470,670,8589.7,3.8840708732605,2,2,1,"2015-05",-28.0032622427575
59151471,742,6993.4,3.87907671928406,2,2,1,"2015-05",-19.5674476010227
59151472,577,7167.7,3.99682545661926,3,3,1,"2015-05",-18.6059403060093
59151473,690,8060.7,3.8551025390625,2,2,1,"2015-05",-20.8431144478517
59151474,647,7567.3,3.64056324958801,6,6,1,"2015-05",14.8221904726096
59151475,735,6453,3.62675952911377,2,2,1,"2015-05",20.5765072685643
59151476,736,4482.3,3.88592052459717,5,5,1,"2015-05",17.8045933777394
59151477,822,5858.9,3.88000011444092,2,2,1,"2015-05",0.00172057599973116
59151478,642,2014.4,3.14915871620178,10,10,1,"2015-05",1.53634448899507
59151479,745,8652.7,3.46480226516724,2,2,1,"2015-05",-27.1114819961909
59151480,538,4180.3,3.08154082298279,3,3,1,"2015-05",-24.0976697926682
59151481,614,6233.5,4.02251815795898,4,4,1,"2015-05",-13.6564076849785
59151482,559,8054.8,3.5706250667572,2,2,1,"2015-05",-20.8297544585273
59151483,634,9505.2,4.68804168701172,4,4,1,"2015-05",-4.87684927812997
59151484,503,5945.6,4.72132015228271,4,4,1,"2015-05",-6.96615543741946
59151485,586,4164.9,4.03520965576172,4,4,1,"2015-05",14.0809441120593
59151486,735,8467.7,6.79331302642822,5,5,1,"2015-05",-17.2859216053206
59152941,1691,2379,2.24200701713562,12,12,1,"2015-05",6.56961348075189
59152942,1104,1652.2,2.66252183914185,13,13,1,"2015-05",31.4967818252876
59152943,660,4925.4,2.73701429367065,3,3,1,"2015-05",20.1791065838483
59152944,676,8345.7,2.86180925369263,4,4,1,"2015-05",16.8703059038144
59152945,1325,4942.2,2.89502859115601,5,5,1,"2015-05",-3.99696462089818
59152946,927,5591.1,2.88395929336548,4,4,1,"2015-05",2.40205681119783
59153075,444,4654.1,3.93370699882507,2,2,1,"2015-05",5.98255631331554
59153076,238,4630.4,3.59000015258789,1,1,1,"2015-05",-0.828721931480294
59153077,457,7020,3.64635634422302,2,2,1,"2015-05",2.17412668062181
59153078,691,6599.8,3.5292284488678,2,2,1,"2015-05",6.42571560244494
59153079,594,8092.6,3.68559813499451,6,6,1,"2015-05",5.51320403109984
